,duration,distance,shot_one_on_one,angle,shot_technique_3,shot_technique_6,shot_body_part_name,shot_technique_1,pass_height_name,shot_technique_5,shot_technique_4,shot_technique_2,pass_through_ball,distance_to_nearest_opponent_na,goal
245,1.173,30.528675044947487,0,0.5516549825285469,0,0,0,0,-1,0,1,0,0,0,0
246,0.8,24.75883680627989,0,0.8139618212362083,0,0,0,0,-1,0,1,0,0,0,0
247,0.5,23.323807579381203,0,0.5404195002705842,0,0,0,0,-1,0,1,0,0,0,0
248,0.907,26.1725046566048,0,0.11487660541689915,0,0,0,0,-1,0,0,1,0,0,0
249,1.56,30.265491900843116,0,0.13255153229667402,0,0,0,0,-1,0,1,0,0,0,0
250,1.76,25.495097567963924,0,0.8408966686431651,0,0,0,0,-1,0,0,1,0,0,0
251,1.053,11.6619037896906,0,1.0303768265243125,0,0,0,0,-1,0,1,0,0,0,0
252,0.32,18.35755975068582,0,0.5123894603107377,0,0,0,0,-1,0,1,0,0,0,0
253,0.6,28.46049894151541,0,0.3217505543966422,0,0,0,0,-1,0,1,0,0,0,0
254,1.067,33.06055050963308,0,0.060532019782107135,0,0,0,0,-1,0,1,0,0,0,0
255,1.5330000000000001,15.811388300841895,0,0.3217505543966422,0,0,0,0,-1,0,1,0,0,0,0
256,0.44,16.031219541881402,0,0.06241880999595735,0,0,0,0,-1,0,1,0,0,0,0
257,1.733,37.64306044943742,0,0.2965458090697005,0,0,0,0,-1,0,1,0,0,0,0
258,0.7070000000000001,30.805843601498733,0,0.6240230529767569,0,0,0,0,-1,0,1,0,0,0,0
259,0.402,25.495097567963924,0,0.4461055489434037,0,0,0,0,-1,0,0,1,0,0,0
260,1.013,22.84731931759173,0,0.4048917862850834,0,0,0,0,-1,0,0,1,0,0,0
261,1.16,30.805843601498733,0,0.6240230529767569,0,0,0,0,-1,0,1,0,0,0,1
262,1.413,25.553864678361283,0,1.0370881351556351,0,0,0,0,-1,0,1,0,0,0,0
263,1.6130000000000002,34.23448553724738,0,0.11710874456686428,0,0,0,0,-1,0,1,0,0,0,0
264,0.693,27.85677655436824,0,0.3671738338182192,0,0,0,0,-1,0,1,0,0,0,0
265,0.44,12.369316876852979,0,0.2449786631268641,0,0,0,0,-1,0,1,0,0,0,0
266,0.293,12.727922061357855,0,0.7853981633974483,0,0,0,0,-1,0,0,1,0,1,0
267,0.42,23.769728648009423,0,0.388318718172466,0,0,0,0,-1,0,1,0,0,0,0
268,1.213,33.015148038438355,0,0.0302937599187751,0,0,0,0,-1,0,1,0,0,0,0
269,0.213,22.47220505424423,0,0.3639789565096441,0,0,0,0,-1,0,1,0,0,0,0
270,1.905,30.59411708155671,0,0.1973955598498808,0,0,0,0,-1,0,1,0,0,0,0
271,1.013,27.802877548915692,0,0.9129077216126866,0,0,0,0,-1,0,1,0,0,0,0
272,1.28,16.492422502470642,0,0.2449786631268641,0,0,0,0,-1,0,1,0,0,0,0
273,2.427,25.0,0,0.2837941092083279,0,0,0,0,-1,0,0,1,0,0,0
274,0.72,13.92838827718412,0,0.3671738338182192,0,0,0,0,-1,0,1,0,0,1,1
275,1.3330000000000002,6.4031242374328485,0,0.6747409422235527,0,0,0,0,-1,0,1,0,0,0,0
276,0.56,29.427877939124322,0,0.1707352114752828,0,0,0,0,-1,0,1,0,0,0,0
277,1.093,28.319604517012596,0,0.7354397676755056,0,0,0,0,-1,0,1,0,0,0,1
278,0.42700000000000005,24.041630560342607,0,0.29544083714372,0,0,0,0,-1,0,1,0,0,0,0
279,0.28,16.492422502470642,0,0.2449786631268641,0,0,0,0,-1,0,1,0,0,0,0
